Series Name,Series Code,Country Name,Country Code,1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Age at first marriage, female",SP.DYN.SMAM.FE,Romania,ROU,..,..,..,..,..,..,..,..,22.1,22.1,23.1,22.5,22.7,..,23.2,23.8,26.1,..,..,25.2,25.5,23.5,25.7,25.9,26.1,26,26.1,26.4,25.9,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Russian Federation,RUS,..,..,..,..,..,..,21.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.4,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Rwanda,RWA,21.1,..,..,..,..,..,..,..,22.9,22.7,..,..,..,23.3,..,..,..,22.6,..,23.9,..,..,23.7,..,..,23.4,..,24.4,..,25,..,..,24.3,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Samoa,WSM,..,..,..,24.8,..,..,..,..,24.3,..,..,..,..,..,..,..,..,..,24.3,..,..,..,..,24.3,..,..,24.1,..,23.5,..,..,..,..,23.8,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,San Marino,SMR,23.9,24.1,24.1,24.3,24.6,24.9,25.1,..,25.7,26,26.4,26.6,26.8,..,27,..,..,..,..,..,28.5,..,28.8,..,..,..,..,..,..,..,30.7,30.7,..,..,31.2,31.3,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,17.8,..,..,..,..,..,..,..,..,19.3,17.7,..,..,..,..,..,..,..,20.3999999999999,..,..,..,..,21,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Saudi Arabia,SAU,..,..,..,..,21.7,..,..,..,..,..,..,..,..,24,..,..,24.5,..,..,..,..,24.1,..,..,24.9,..,..,24.8,..,..,..,..,..,27.1,26.6,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Senegal,SEN,..,..,..,19.5,..,20.1,..,..,..,..,20.9,..,..,..,21.5,..,21.6,21.5,..,22,..,..,21.2,..,..,..,..,..,21.6,..,15,22,22,21.8,22.2,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.9,..,..,..,25.1,..,..,..,26,27.1,..,..,26.6,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Seychelles,SYC,..,..,..,..,23.8,..,..,..,..,..,..,24.8,..,..,..,..,..,..,..,25.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sierra Leone,SLE,..,..,18,..,..,..,..,..,..,19.8,..,..,..,..,..,..,..,18.6,..,..,..,20,19.5,..,..,20.5,..,21,..,..,21.8,..,23.3,..,23.1,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Singapore,SGP,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,..,26.5,..,..,..,..,26.9,..,..,..,..,27.9,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Slovak Republic,SVK,..,..,..,..,..,..,..,..,22.6,..,..,..,..,..,..,..,..,..,25.4,..,26.4,..,..,27.6,27.9,28.3,28.7,29.1,28.6,29.6,29.9,30.1,30.6,30.8,30.9,31,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Slovenia,SVN,..,..,..,..,..,..,..,..,24.8,..,..,..,24.9,..,..,28.7,..,29.5,29.8,..,30.3,30.6,30.9,31.2,31.6,32.5,32.9,33.2,30.7,33.6,33.7999999999999,33.9,30.6,34.1,34.1,34,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Solomon Islands,SLB,..,..,..,21.2,..,..,..,..,..,..,..,..,..,..,..,..,22.6,..,..,..,..,..,..,..,20.9,..,23.3,..,..,..,..,..,22.4,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.3999999999999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Africa,ZAF,..,..,26.1,..,..,..,..,..,26.8,..,..,..,..,27.9,..,26.9,..,..,..,..,28,..,..,..,..,..,..,..,28,..,..,..,..,27.2,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Sudan,SSD,20.7,..,..,..,..,..,..,24.1,..,..,20.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.7,..,18.3999999999999,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Spain,ESP,..,..,..,24.7,..,..,..,..,26,..,..,..,..,..,..,..,..,..,29.3,..,..,..,..,..,..,..,..,..,27.7,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sri Lanka,LKA,..,..,..,..,25,..,..,..,..,..,..,..,..,..,..,..,..,..,23.8,..,..,..,..,..,23.6,..,..,..,..,23.4,..,..,..,23.9,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,St. Lucia,LCA,..,..,..,..,..,..,..,..,33.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,30.9,..,..,..,..,..,..,..,..,..,21.2,21.2,..,..,..,..,..,..,..,..,..,21.2,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sudan,SDN,..,..,..,..,..,..,..,24.1,..,..,22.7,..,..,..,..,..,..,15,..,..,..,..,..,..,..,22.2,..,22,..,..,..,21.9,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.8,..,..,..,28.8,..,22.7,..,..,..,22.8,..,29.3,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sweden,SWE,28.8,29.3,24.7,29.9,30.5,30.4,29.9,..,30.3,30.5,..,31,31.3,31.5,31.8,32,..,..,32.2999999999999,32.4,..,32.4,32.2999999999999,32.2,32,31.8,31.6,31.4,31.2,31.2,..,31,31,31,31,31,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Switzerland,CHE,..,..,..,26.2,26.4,26.7,26.8,26.7,27,..,27.1,27.3,27.5,27.7,..,28.2,..,28.3,29.1,..,29.2,..,29.5,29.2,29.9,29.7,29.8,27,..,30.6,30.4,30.5,30.6,30.7,30.9,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.4,..,..,..,..,25.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tajikistan,TJK,..,..,..,..,..,..,20.9,..,..,..,..,..,..,..,..,..,..,21.3,..,..,..,..,22.9,..,..,..,..,22.1,..,21.9,..,..,..,..,20.7,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tanzania,TZA,..,..,..,..,..,20.5,..,..,..,20.5,..,20.5,..,20.5,..,..,20.3999999999999,..,..,21.1,..,20.7,20,..,..,20.3,..,21,..,22.3,..,..,..,21,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Thailand,THA,..,..,..,..,23.3,..,..,23.5,..,..,..,..,..,..,..,..,..,24.1,..,..,..,..,..,22.8,..,..,..,24.9,..,22.5,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.8,22.8,..,..,..,..,..,23.9,..,..,..,..,24.6,23,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Togo,TGO,..,..,..,..,..,20.3,..,..,..,..,..,..,..,..,..,21.4,..,21.1,..,..,..,..,..,..,..,..,..,21.8,..,..,..,22.3,..,..,21.3,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tonga,TON,..,..,..,24.8,..,..,..,..,..,..,..,..,..,25.5,..,..,..,..,..,..,..,..,..,25.6,..,..,..,..,24.7,23.8,..,..,..,25.3,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Trinidad and Tobago,TTO,..,..,..,..,21.1,..,..,26.8,..,..,..,..,..,..,..,..,..,28.1,..,..,..,..,..,25.5,..,..,..,..,29.2,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tunisia,TUN,..,24.3,..,..,..,23.7,..,..,..,..,..,26.6,26.6,..,..,..,..,..,..,..,..,28.7,..,..,..,..,..,..,..,28.5,..,28.2,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Turkiye,TUR,20.8,..,21.5,..,..,21.9,..,22,..,..,22.4,..,..,..,..,22,..,23.1,..,..,23.4,..,..,..,..,24.2,..,..,24.4,..,23.4,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.4,..,..,..,..,..,24.8,..,..,..,..,..,..,..,..,23.5,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Tuvalu,TUV,..,..,..,..,..,..,..,..,21.4,..,..,..,..,..,..,..,..,..,..,20.7,..,..,..,..,21.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Uganda,UGA,..,..,..,..,..,..,19,..,19.3999999999999,..,..,..,18.2,..,..,..,..,..,19.6,20.2,..,..,20,20.3999999999999,..,..,..,..,20,..,..,..,..,20.7,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.5,..,22.8,..,..,..,23.9,..,23.1,..,..,..,..,23,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,United Arab Emirates,ARE,..,..,..,..,..,23.1,..,..,..,..,..,..,24.4,..,..,..,..,..,..,..,..,..,25.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,United Kingdom,GBR,23.8,24.1,24.5,24.8,25.1,25.4,25.7,26,26.4,26.7,27.1,27.4,..,..,28.7,..,..,..,26.3,..,..,..,..,..,..,..,31.8,32,27,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,23.3,..,..,..,..,..,..,23.7,..,..,..,..,23.7,..,..,27.5,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Uruguay,URY,..,..,22.9,..,..,..,..,..,..,..,..,..,..,23.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,23,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Uzbekistan,UZB,..,..,..,..,..,..,21.2,..,..,..,..,..,..,20.6,..,..,..,21.6,..,21.5,..,..,..,22.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Vanuatu,VUT,..,..,..,..,..,..,22.6,..,..,..,..,..,..,..,..,..,23,..,..,..,..,..,..,..,20.8,..,22.5,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Venezuela, RB",VEN,..,..,..,..,..,..,..,22.1,..,..,..,..,..,..,..,..,..,23.7,22.7,..,..,..,..,..,..,..,..,..,22.9,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Viet Nam,VNM,..,..,..,..,..,23.6,23.1,..,..,..,..,..,..,..,22.2,..,22.8,22.9,..,23.2,..,..,23.2,22.8,23.3,..,..,..,22.8,..,..,22.4,22.8,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,27.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.9,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,21.6,20.7,..,..,21.7,..,..,..,22.4,..,..,22.2,..,..,23.2,..,..,..,22.5,..,..,22.1,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Yemen, Rep.",YEM,..,..,..,18.3,..,..,..,..,..,20.8,..,20.8,..,..,20.7,..,..,..,..,..,22.2,..,..,22.6,..,..,..,..,..,..,22.8,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Zambia,ZMB,..,..,..,..,..,..,..,21.2,..,20,..,..,..,20.3,..,..,22,20.9,..,20.5,..,..,..,..,21.1,..,..,21.8,..,..,..,21.8,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Zimbabwe,ZWE,..,..,..,..,21.5,20.7,..,..,..,21.3,..,21,..,..,21.5,..,21,..,..,21.4,..,..,..,20.8,..,..,20.9,..,20.6,21,..,20.3,20.2,..,21.1,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Afghanistan,AFG,132.271,133.815,134.862,134.459,134.501,138.05,140.807,142.96,147.525,147.521,147.896,155.669,156.77,154.932,156.444,154.262,154.416,152.572,150.863,148.141,143.37,138.827,133.071,126.106,125.858,128.171,120.635,120.82,116.454,111.286,106.537,101.454,97.415,94.018,90.342,88.431,86.803,84.296,82.565,..
